Optical Flow (flownet) & 79.25\% & 51495 \\ 
Optical Flow (farneback) & 80.50\% & 51495 \\ 
frame_diff & 83.75\% & 51489 \\ 
frame_dist & 81.75\% & 49185 \\ 
frame_diff_dist_combined & 81.25\% & 51489 \\ 
